,age,country,country-year,gdp_for_year ($),gdp_per_capita ($),generation,population,salaries,sex,suicides/100k pop,suicides_no,year
239,5-14 years,Albania,Albania2008,12881352688.0,4672.0,Generation Z,246288.0,408.6,female,0.41,1.0,2008.0
240,15-24 years,Albania,Albania2009,12044212904.0,4387.0,Millenials,270003.0,379.8,female,0.0,0.0,2009.0
241,25-34 years,Albania,Albania2009,12044212904.0,4387.0,Generation X,182712.0,379.8,female,0.0,0.0,2009.0
242,35-54 years,Albania,Albania2009,12044212904.0,4387.0,Boomers,394286.0,379.8,female,0.0,0.0,2009.0
243,5-14 years,Albania,Albania2009,12044212904.0,4387.0,Generation Z,236174.0,379.8,female,0.0,0.0,2009.0
244,55-74 years,Albania,Albania2009,12044212904.0,4387.0,Silent,233302.0,379.8,female,0.0,0.0,2009.0
245,75+ years,Albania,Albania2009,12044212904.0,4387.0,Silent,61582.0,379.8,female,0.0,0.0,2009.0
246,15-24 years,Albania,Albania2009,12044212904.0,4387.0,Millenials,283448.0,379.8,male,0.0,0.0,2009.0
247,25-34 years,Albania,Albania2009,12044212904.0,4387.0,Generation X,174955.0,379.8,male,0.0,0.0,2009.0
248,35-54 years,Albania,Albania2009,12044212904.0,4387.0,Boomers,374365.0,379.8,male,0.0,0.0,2009.0
249,5-14 years,Albania,Albania2009,12044212904.0,4387.0,Generation Z,253007.0,379.8,male,0.0,0.0,2009.0
250,55-74 years,Albania,Albania2009,12044212904.0,4387.0,Silent,234570.0,379.8,male,0.0,0.0,2009.0
251,75+ years,Albania,Albania2009,12044212904.0,4387.0,Silent,47331.0,379.8,male,0.0,0.0,2009.0
252,55-74 years,Albania,Albania2010,11926953259.0,4359.0,Silent,241852.0,334.7,male,8.27,20.0,2010.0
253,35-54 years,Albania,Albania2010,11926953259.0,4359.0,Generation X,371611.0,334.7,male,5.38,20.0,2010.0
254,25-34 years,Albania,Albania2010,11926953259.0,4359.0,Generation X,179720.0,334.7,male,5.01,9.0,2010.0
255,75+ years,Albania,Albania2010,11926953259.0,4359.0,Silent,50767.0,334.7,male,3.94,2.0,2010.0
256,15-24 years,Albania,Albania2010,11926953259.0,4359.0,Millenials,279508.0,334.7,male,3.58,10.0,2010.0
257,25-34 years,Albania,Albania2010,11926953259.0,4359.0,Generation X,183579.0,334.7,female,3.27,6.0,2010.0
258,75+ years,Albania,Albania2010,11926953259.0,4359.0,Silent,64415.0,334.7,female,3.1,2.0,2010.0
259,35-54 years,Albania,Albania2010,11926953259.0,4359.0,Generation X,394593.0,334.7,female,3.04,12.0,2010.0
260,55-74 years,Albania,Albania2010,11926953259.0,4359.0,Silent,241491.0,334.7,female,2.9,7.0,2010.0
261,15-24 years,Albania,Albania2010,11926953259.0,4359.0,Millenials,263581.0,334.7,female,2.28,6.0,2010.0
262,5-14 years,Albania,Albania2010,11926953259.0,4359.0,Generation Z,223969.0,334.7,female,0.89,2.0,2010.0
263,5-14 years,Albania,Albania2010,11926953259.0,4359.0,Generation Z,240939.0,334.7,male,0.0,0.0,2010.0
960,35-54 years,Armenia,Armenia1990,2256838858.0,756.0,Silent,332700.0,6.7,male,7.51,25.0,1990.0
961,75+ years,Armenia,Armenia1990,2256838858.0,756.0,G.I. Generation,26900.0,6.7,male,7.43,2.0,1990.0
962,55-74 years,Armenia,Armenia1990,2256838858.0,756.0,G.I. Generation,183800.0,6.7,male,5.98,11.0,1990.0
963,25-34 years,Armenia,Armenia1990,2256838858.0,756.0,Boomers,307100.0,6.7,male,5.21,16.0,1990.0
964,35-54 years,Armenia,Armenia1990,2256838858.0,756.0,Silent,358000.0,6.7,female,4.19,15.0,1990.0
965,15-24 years,Armenia,Armenia1990,2256838858.0,756.0,Generation X,272500.0,6.7,male,3.67,10.0,1990.0
966,55-74 years,Armenia,Armenia1990,2256838858.0,756.0,G.I. Generation,224100.0,6.7,female,2.68,6.0,1990.0
967,75+ years,Armenia,Armenia1990,2256838858.0,756.0,G.I. Generation,48900.0,6.7,female,2.04,1.0,1990.0
968,25-34 years,Armenia,Armenia1990,2256838858.0,756.0,Boomers,320700.0,6.7,female,1.25,4.0,1990.0
969,15-24 years,Armenia,Armenia1990,2256838858.0,756.0,Generation X,258500.0,6.7,female,1.16,3.0,1990.0
970,5-14 years,Armenia,Armenia1990,2256838858.0,756.0,Generation X,316900.0,6.7,female,0.0,0.0,1990.0
971,5-14 years,Armenia,Armenia1990,2256838858.0,756.0,Generation X,333600.0,6.7,male,0.0,0.0,1990.0
972,75+ years,Armenia,Armenia1991,2068526522.0,640.0,G.I. Generation,28800.0,6.7,male,17.36,5.0,1991.0
973,25-34 years,Armenia,Armenia1991,2068526522.0,640.0,Boomers,313800.0,6.7,male,6.37,20.0,1991.0
974,55-74 years,Armenia,Armenia1991,2068526522.0,640.0,Silent,247900.0,6.7,female,4.44,11.0,1991.0
975,55-74 years,Armenia,Armenia1991,2068526522.0,640.0,Silent,203100.0,6.7,male,4.43,9.0,1991.0
976,35-54 years,Armenia,Armenia1991,2068526522.0,640.0,Boomers,348500.0,6.7,male,4.02,14.0,1991.0
977,75+ years,Armenia,Armenia1991,2068526522.0,640.0,G.I. Generation,52900.0,6.7,female,3.78,2.0,1991.0
978,35-54 years,Armenia,Armenia1991,2068526522.0,640.0,Boomers,396300.0,6.7,female,2.27,9.0,1991.0
979,15-24 years,Armenia,Armenia1991,2068526522.0,640.0,Generation X,295300.0,6.7,male,2.03,6.0,1991.0
980,25-34 years,Armenia,Armenia1991,2068526522.0,640.0,Boomers,342100.0,6.7,female,1.17,4.0,1991.0
981,15-24 years,Armenia,Armenia1991,2068526522.0,640.0,Generation X,286400.0,6.7,female,0.0,0.0,1991.0
982,5-14 years,Armenia,Armenia1991,2068526522.0,640.0,Millenials,349500.0,6.7,female,0.0,0.0,1991.0
983,5-14 years,Armenia,Armenia1991,2068526522.0,640.0,Millenials,366200.0,6.7,male,0.0,0.0,1991.0
984,75+ years,Armenia,Armenia1992,1272577456.0,385.0,G.I. Generation,28200.0,6.7,male,10.64,3.0,1992.0
985,55-74 years,Armenia,Armenia1992,1272577456.0,385.0,Silent,215100.0,6.7,male,6.97,15.0,1992.0
986,35-54 years,Armenia,Armenia1992,1272577456.0,385.0,Boomers,360400.0,6.7,male,6.1,22.0,1992.0
987,25-34 years,Armenia,Armenia1992,1272577456.0,385.0,Boomers,312600.0,6.7,male,4.8,15.0,1992.0
988,55-74 years,Armenia,Armenia1992,1272577456.0,385.0,Silent,263400.0,6.7,female,3.8,10.0,1992.0
989,75+ years,Armenia,Armenia1992,1272577456.0,385.0,G.I. Generation,53400.0,6.7,female,3.75,2.0,1992.0
990,15-24 years,Armenia,Armenia1992,1272577456.0,385.0,Generation X,300300.0,6.7,male,3.0,9.0,1992.0
991,35-54 years,Armenia,Armenia1992,1272577456.0,385.0,Boomers,410800.0,6.7,female,1.46,6.0,1992.0
992,15-24 years,Armenia,Armenia1992,1272577456.0,385.0,Generation X,290100.0,6.7,female,0.34,1.0,1992.0
993,25-34 years,Armenia,Armenia1992,1272577456.0,385.0,Boomers,340900.0,6.7,female,0.0,0.0,1992.0
994,5-14 years,Armenia,Armenia1992,1272577456.0,385.0,Millenials,358200.0,6.7,female,0.0,0.0,1992.0
995,5-14 years,Armenia,Armenia1992,1272577456.0,385.0,Millenials,375300.0,6.7,male,0.0,0.0,1992.0
996,75+ years,Armenia,Armenia1993,1201313201.0,357.0,G.I. Generation,53100.0,6.7,female,11.3,6.0,1993.0
997,55-74 years,Armenia,Armenia1993,1201313201.0,357.0,Silent,226400.0,6.7,male,8.83,20.0,1993.0
998,75+ years,Armenia,Armenia1993,1201313201.0,357.0,G.I. Generation,28400.0,6.7,male,7.04,2.0,1993.0
999,35-54 years,Armenia,Armenia1993,1201313201.0,357.0,Boomers,371900.0,6.7,male,6.72,25.0,1993.0
1000,25-34 years,Armenia,Armenia1993,1201313201.0,357.0,Boomers,305600.0,6.7,male,5.56,17.0,1993.0
1001,55-74 years,Armenia,Armenia1993,1201313201.0,357.0,Silent,276100.0,6.7,female,5.07,14.0,1993.0
1002,15-24 years,Armenia,Armenia1993,1201313201.0,357.0,Generation X,304800.0,6.7,male,2.3,7.0,1993.0
1003,25-34 years,Armenia,Armenia1993,1201313201.0,357.0,Boomers,335900.0,6.7,female,1.79,6.0,1993.0
1004,35-54 years,Armenia,Armenia1993,1201313201.0,357.0,Boomers,424000.0,6.7,female,1.42,6.0,1993.0
1005,15-24 years,Armenia,Armenia1993,1201313201.0,357.0,Generation X,293900.0,6.7,female,1.02,3.0,1993.0
1006,5-14 years,Armenia,Armenia1993,1201313201.0,357.0,Millenials,364200.0,6.7,female,0.0,0.0,1993.0
1007,5-14 years,Armenia,Armenia1993,1201313201.0,357.0,Millenials,382300.0,6.7,male,0.0,0.0,1993.0
1008,75+ years,Armenia,Armenia1994,1315158670.0,387.0,G.I. Generation,28200.0,6.1,male,24.82,7.0,1994.0
1009,75+ years,Armenia,Armenia1994,1315158670.0,387.0,G.I. Generation,51700.0,6.1,female,9.67,5.0,1994.0
1010,55-74 years,Armenia,Armenia1994,1315158670.0,387.0,Silent,235500.0,6.1,male,8.49,20.0,1994.0
1011,35-54 years,Armenia,Armenia1994,1315158670.0,387.0,Boomers,382500.0,6.1,male,8.1,31.0,1994.0
1012,55-74 years,Armenia,Armenia1994,1315158670.0,387.0,Silent,286000.0,6.1,female,6.29,18.0,1994.0
1013,25-34 years,Armenia,Armenia1994,1315158670.0,387.0,Boomers,297000.0,6.1,male,3.37,10.0,1994.0
1014,15-24 years,Armenia,Armenia1994,1315158670.0,387.0,Generation X,308300.0,6.1,male,1.95,6.0,1994.0
1015,35-54 years,Armenia,Armenia1994,1315158670.0,387.0,Boomers,437100.0,6.1,female,1.6,7.0,1994.0
1016,15-24 years,Armenia,Armenia1994,1315158670.0,387.0,Generation X,297600.0,6.1,female,1.34,4.0,1994.0
1017,5-14 years,Armenia,Armenia1994,1315158670.0,387.0,Millenials,385400.0,6.1,male,0.52,2.0,1994.0
1018,25-34 years,Armenia,Armenia1994,1315158670.0,387.0,Boomers,326200.0,6.1,female,0.31,1.0,1994.0
1019,5-14 years,Armenia,Armenia1994,1315158670.0,387.0,Millenials,367000.0,6.1,female,0.27,1.0,1994.0
1020,55-74 years,Armenia,Armenia1995,1468317350.0,426.0,Silent,242300.0,17.4,male,11.97,29.0,1995.0
1021,35-54 years,Armenia,Armenia1995,1468317350.0,426.0,Boomers,395200.0,17.4,male,8.1,32.0,1995.0
1022,25-34 years,Armenia,Armenia1995,1468317350.0,426.0,Generation X,289500.0,17.4,male,7.25,21.0,1995.0
1023,75+ years,Armenia,Armenia1995,1468317350.0,426.0,G.I. Generation,28000.0,17.4,male,7.14,2.0,1995.0
1024,75+ years,Armenia,Armenia1995,1468317350.0,426.0,G.I. Generation,51400.0,17.4,female,3.89,2.0,1995.0
1025,55-74 years,Armenia,Armenia1995,1468317350.0,426.0,Silent,295200.0,17.4,female,3.73,11.0,1995.0
1026,25-34 years,Armenia,Armenia1995,1468317350.0,426.0,Generation X,313300.0,17.4,female,3.51,11.0,1995.0
1027,15-24 years,Armenia,Armenia1995,1468317350.0,426.0,Generation X,313600.0,17.4,male,3.19,10.0,1995.0
1028,35-54 years,Armenia,Armenia1995,1468317350.0,426.0,Boomers,453600.0,17.4,female,1.76,8.0,1995.0
1029,15-24 years,Armenia,Armenia1995,1468317350.0,426.0,Generation X,303200.0,17.4,female,0.99,3.0,1995.0
1030,5-14 years,Armenia,Armenia1995,1468317350.0,426.0,Millenials,388200.0,17.4,male,0.26,1.0,1995.0
1031,5-14 years,Armenia,Armenia1995,1468317350.0,426.0,Millenials,369700.0,17.4,female,0.0,0.0,1995.0
1032,75+ years,Armenia,Armenia1996,1596968913.0,458.0,G.I. Generation,27900.0,22.9,male,10.75,3.0,1996.0
1033,55-74 years,Armenia,Armenia1996,1596968913.0,458.0,Silent,246200.0,22.9,male,7.31,18.0,1996.0
1034,35-54 years,Armenia,Armenia1996,1596968913.0,458.0,Boomers,409800.0,22.9,male,5.86,24.0,1996.0
1035,25-34 years,Armenia,Armenia1996,1596968913.0,458.0,Generation X,284300.0,22.9,male,4.57,13.0,1996.0
1036,55-74 years,Armenia,Armenia1996,1596968913.0,458.0,Silent,301900.0,22.9,female,3.97,12.0,1996.0
1037,35-54 years,Armenia,Armenia1996,1596968913.0,458.0,Boomers,471200.0,22.9,female,1.49,7.0,1996.0
1038,15-24 years,Armenia,Armenia1996,1596968913.0,458.0,Generation X,320000.0,22.9,male,1.25,4.0,1996.0
1039,25-34 years,Armenia,Armenia1996,1596968913.0,458.0,Generation X,301500.0,22.9,female,1.0,3.0,1996.0
1040,15-24 years,Armenia,Armenia1996,1596968913.0,458.0,Generation X,310200.0,22.9,female,0.32,1.0,1996.0
1041,5-14 years,Armenia,Armenia1996,1596968913.0,458.0,Millenials,371900.0,22.9,female,0.27,1.0,1996.0
1042,5-14 years,Armenia,Armenia1996,1596968913.0,458.0,Millenials,390300.0,22.9,male,0.26,1.0,1996.0
1043,75+ years,Armenia,Armenia1996,1596968913.0,458.0,G.I. Generation,51100.0,22.9,female,0.0,0.0,1996.0
1044,55-74 years,Armenia,Armenia1997,1639492424.0,465.0,Silent,246200.0,27.7,male,8.53,21.0,1997.0
1045,35-54 years,Armenia,Armenia1997,1639492424.0,465.0,Boomers,426000.0,27.7,male,6.1,26.0,1997.0
1046,75+ years,Armenia,Armenia1997,1639492424.0,465.0,G.I. Generation,51400.0,27.7,female,5.84,3.0,1997.0
1047,75+ years,Armenia,Armenia1997,1639492424.0,465.0,G.I. Generation,28500.0,27.7,male,3.51,1.0,1997.0
1048,25-34 years,Armenia,Armenia1997,1639492424.0,465.0,Generation X,282000.0,27.7,male,3.19,9.0,1997.0
1049,55-74 years,Armenia,Armenia1997,1639492424.0,465.0,Silent,304400.0,27.7,female,2.63,8.0,1997.0
1050,15-24 years,Armenia,Armenia1997,1639492424.0,465.0,Generation X,327300.0,27.7,male,1.22,4.0,1997.0
1051,35-54 years,Armenia,Armenia1997,1639492424.0,465.0,Boomers,489900.0,27.7,female,0.61,3.0,1997.0
1052,25-34 years,Armenia,Armenia1997,1639492424.0,465.0,Generation X,294200.0,27.7,female,0.34,1.0,1997.0
1053,5-14 years,Armenia,Armenia1997,1639492424.0,465.0,Millenials,389500.0,27.7,male,0.26,1.0,1997.0
1054,15-24 years,Armenia,Armenia1997,1639492424.0,465.0,Generation X,316500.0,27.7,female,0.0,0.0,1997.0
1055,5-14 years,Armenia,Armenia1997,1639492424.0,465.0,Millenials,370800.0,27.7,female,0.0,0.0,1997.0
1056,75+ years,Armenia,Armenia1998,1893726437.0,532.0,G.I. Generation,29600.0,35.6,male,6.76,2.0,1998.0
1057,55-74 years,Armenia,Armenia1998,1893726437.0,532.0,Silent,243300.0,35.6,male,6.58,16.0,1998.0
1058,35-54 years,Armenia,Armenia1998,1893726437.0,532.0,Boomers,445000.0,35.6,male,4.49,20.0,1998.0
1059,25-34 years,Armenia,Armenia1998,1893726437.0,532.0,Generation X,280200.0,35.6,male,2.14,6.0,1998.0
1060,55-74 years,Armenia,Armenia1998,1893726437.0,532.0,Silent,302000.0,35.6,female,1.99,6.0,1998.0
1061,75+ years,Armenia,Armenia1998,1893726437.0,532.0,G.I. Generation,53100.0,35.6,female,1.88,1.0,1998.0
1062,35-54 years,Armenia,Armenia1998,1893726437.0,532.0,Boomers,509800.0,35.6,female,1.77,9.0,1998.0
1063,15-24 years,Armenia,Armenia1998,1893726437.0,532.0,Generation X,335100.0,35.6,male,1.19,4.0,1998.0
1064,25-34 years,Armenia,Armenia1998,1893726437.0,532.0,Generation X,289300.0,35.6,female,0.35,1.0,1998.0
1065,5-14 years,Armenia,Armenia1998,1893726437.0,532.0,Millenials,364600.0,35.6,female,0.27,1.0,1998.0
1066,15-24 years,Armenia,Armenia1998,1893726437.0,532.0,Generation X,322300.0,35.6,female,0.0,0.0,1998.0
1067,5-14 years,Armenia,Armenia1998,1893726437.0,532.0,Millenials,383700.0,35.6,male,0.0,0.0,1998.0
1068,55-74 years,Armenia,Armenia1999,1845482181.0,515.0,Silent,238100.0,37.7,male,6.3,15.0,1999.0
1069,75+ years,Armenia,Armenia1999,1845482181.0,515.0,G.I. Generation,56800.0,37.7,female,5.28,3.0,1999.0
1070,35-54 years,Armenia,Armenia1999,1845482181.0,515.0,Boomers,464300.0,37.7,male,4.74,22.0,1999.0
1071,55-74 years,Armenia,Armenia1999,1845482181.0,515.0,Silent,296800.0,37.7,female,3.03,9.0,1999.0
1072,25-34 years,Armenia,Armenia1999,1845482181.0,515.0,Generation X,279800.0,37.7,male,2.14,6.0,1999.0
1073,15-24 years,Armenia,Armenia1999,1845482181.0,515.0,Generation X,344000.0,37.7,male,1.74,6.0,1999.0
1074,35-54 years,Armenia,Armenia1999,1845482181.0,515.0,Boomers,530700.0,37.7,female,0.75,4.0,1999.0
1075,25-34 years,Armenia,Armenia1999,1845482181.0,515.0,Generation X,284300.0,37.7,female,0.7,2.0,1999.0
1076,15-24 years,Armenia,Armenia1999,1845482181.0,515.0,Generation X,329700.0,37.7,female,0.0,0.0,1999.0
1077,5-14 years,Armenia,Armenia1999,1845482181.0,515.0,Millenials,352300.0,37.7,female,0.0,0.0,1999.0
1078,5-14 years,Armenia,Armenia1999,1845482181.0,515.0,Millenials,371600.0,37.7,male,0.0,0.0,1999.0
1079,75+ years,Armenia,Armenia1999,1845482181.0,515.0,G.I. Generation,32300.0,37.7,male,0.0,0.0,1999.0
1080,75+ years,Armenia,Armenia2000,1911563665.0,530.0,G.I. Generation,37600.0,42.1,male,10.64,4.0,2000.0
1081,75+ years,Armenia,Armenia2000,1911563665.0,530.0,G.I. Generation,66500.0,42.1,female,7.52,5.0,2000.0
1082,55-74 years,Armenia,Armenia2000,1911563665.0,530.0,Silent,234300.0,42.1,male,5.98,14.0,2000.0
1083,35-54 years,Armenia,Armenia2000,1911563665.0,530.0,Boomers,481100.0,42.1,male,3.74,18.0,2000.0
1084,25-34 years,Armenia,Armenia2000,1911563665.0,530.0,Generation X,283300.0,42.1,male,1.76,5.0,2000.0
1085,15-24 years,Armenia,Armenia2000,1911563665.0,530.0,Generation X,358000.0,42.1,male,1.68,6.0,2000.0
1086,25-34 years,Armenia,Armenia2000,1911563665.0,530.0,Generation X,280400.0,42.1,female,1.43,4.0,2000.0
1087,55-74 years,Armenia,Armenia2000,1911563665.0,530.0,Silent,292700.0,42.1,female,1.37,4.0,2000.0
1088,35-54 years,Armenia,Armenia2000,1911563665.0,530.0,Boomers,555300.0,42.1,female,0.18,1.0,2000.0
1089,15-24 years,Armenia,Armenia2000,1911563665.0,530.0,Generation X,341100.0,42.1,female,0.0,0.0,2000.0
1090,5-14 years,Armenia,Armenia2000,1911563665.0,530.0,Millenials,328000.0,42.1,female,0.0,0.0,2000.0
1091,5-14 years,Armenia,Armenia2000,1911563665.0,530.0,Millenials,348200.0,42.1,male,0.0,0.0,2000.0
1092,55-74 years,Armenia,Armenia2001,2118467913.0,587.0,Silent,227605.0,44.1,male,7.47,17.0,2001.0
1093,75+ years,Armenia,Armenia2001,2118467913.0,587.0,Silent,40190.0,44.1,male,7.46,3.0,2001.0
1094,75+ years,Armenia,Armenia2001,2118467913.0,587.0,Silent,66283.0,44.1,female,6.03,4.0,2001.0
1095,35-54 years,Armenia,Armenia2001,2118467913.0,587.0,Boomers,493922.0,44.1,male,3.85,19.0,2001.0
1096,55-74 years,Armenia,Armenia2001,2118467913.0,587.0,Silent,289601.0,44.1,female,1.38,4.0,2001.0
1097,15-24 years,Armenia,Armenia2001,2118467913.0,587.0,Millenials,361248.0,44.1,male,1.11,4.0,2001.0
1098,5-14 years,Armenia,Armenia2001,2118467913.0,587.0,Millenials,337767.0,44.1,male,0.89,3.0,2001.0
1099,25-34 years,Armenia,Armenia2001,2118467913.0,587.0,Generation X,284346.0,44.1,male,0.7,2.0,2001.0
1100,35-54 years,Armenia,Armenia2001,2118467913.0,587.0,Boomers,563626.0,44.1,female,0.53,3.0,2001.0
1101,25-34 years,Armenia,Armenia2001,2118467913.0,587.0,Generation X,279953.0,44.1,female,0.36,1.0,2001.0
1102,15-24 years,Armenia,Armenia2001,2118467913.0,587.0,Millenials,346468.0,44.1,female,0.0,0.0,2001.0
1103,5-14 years,Armenia,Armenia2001,2118467913.0,587.0,Millenials,319507.0,44.1,female,0.0,0.0,2001.0
1104,75+ years,Armenia,Armenia2002,2376335048.0,788.0,Silent,29067.0,47.7,male,10.32,3.0,2002.0
1105,55-74 years,Armenia,Armenia2002,2376335048.0,788.0,Silent,196525.0,47.7,male,9.67,19.0,2002.0
1106,25-34 years,Armenia,Armenia2002,2376335048.0,788.0,Generation X,206403.0,47.7,male,5.81,12.0,2002.0
1107,35-54 years,Armenia,Armenia2002,2376335048.0,788.0,Boomers,418464.0,47.7,male,5.26,22.0,2002.0
1108,75+ years,Armenia,Armenia2002,2376335048.0,788.0,Silent,58553.0,47.7,female,1.71,1.0,2002.0
1109,15-24 years,Armenia,Armenia2002,2376335048.0,788.0,Millenials,293350.0,47.7,male,1.7,5.0,2002.0
1110,35-54 years,Armenia,Armenia2002,2376335048.0,788.0,Boomers,469992.0,47.7,female,1.28,6.0,2002.0
1111,55-74 years,Armenia,Armenia2002,2376335048.0,788.0,Silent,251856.0,47.7,female,1.19,3.0,2002.0
1112,25-34 years,Armenia,Armenia2002,2376335048.0,788.0,Generation X,222943.0,47.7,female,0.45,1.0,2002.0
1113,5-14 years,Armenia,Armenia2002,2376335048.0,788.0,Millenials,294209.0,47.7,male,0.34,1.0,2002.0
1114,15-24 years,Armenia,Armenia2002,2376335048.0,788.0,Millenials,294739.0,47.7,female,0.34,1.0,2002.0
1115,5-14 years,Armenia,Armenia2002,2376335048.0,788.0,Millenials,278743.0,47.7,female,0.0,0.0,2002.0
1116,75+ years,Armenia,Armenia2003,2807061009.0,928.0,Silent,32495.0,60.1,male,9.23,3.0,2003.0
1117,55-74 years,Armenia,Armenia2003,2807061009.0,928.0,Silent,194165.0,60.1,male,7.21,14.0,2003.0
1118,35-54 years,Armenia,Armenia2003,2807061009.0,928.0,Boomers,423001.0,60.1,male,4.96,21.0,2003.0
1119,75+ years,Armenia,Armenia2003,2807061009.0,928.0,Silent,62935.0,60.1,female,4.77,3.0,2003.0
1120,25-34 years,Armenia,Armenia2003,2807061009.0,928.0,Generation X,210715.0,60.1,male,4.75,10.0,2003.0
1121,55-74 years,Armenia,Armenia2003,2807061009.0,928.0,Silent,249909.0,60.1,female,1.2,3.0,2003.0
1122,35-54 years,Armenia,Armenia2003,2807061009.0,928.0,Boomers,473959.0,60.1,female,0.63,3.0,2003.0
1123,5-14 years,Armenia,Armenia2003,2807061009.0,928.0,Millenials,283952.0,60.1,male,0.35,1.0,2003.0
1124,15-24 years,Armenia,Armenia2003,2807061009.0,928.0,Millenials,300902.0,60.1,male,0.33,1.0,2003.0
1125,15-24 years,Armenia,Armenia2003,2807061009.0,928.0,Millenials,300080.0,60.1,female,0.0,0.0,2003.0
1126,25-34 years,Armenia,Armenia2003,2807061009.0,928.0,Generation X,225313.0,60.1,female,0.0,0.0,2003.0
1127,5-14 years,Armenia,Armenia2003,2807061009.0,928.0,Millenials,266940.0,60.1,female,0.0,0.0,2003.0
1128,75+ years,Armenia,Armenia2006,6384451606.0,2310.0,Silent,48123.0,149.7,male,12.47,6.0,2006.0
1129,55-74 years,Armenia,Armenia2006,6384451606.0,2310.0,Silent,184526.0,149.7,male,11.38,21.0,2006.0
1130,35-54 years,Armenia,Armenia2006,6384451606.0,2310.0,Boomers,367346.0,149.7,male,4.63,17.0,2006.0
1131,15-24 years,Armenia,Armenia2006,6384451606.0,2310.0,Millenials,276127.0,149.7,male,3.62,10.0,2006.0
1132,55-74 years,Armenia,Armenia2006,6384451606.0,2310.0,Silent,238745.0,149.7,female,3.35,8.0,2006.0
1133,25-34 years,Armenia,Armenia2006,6384451606.0,2310.0,Generation X,188382.0,149.7,male,3.19,6.0,2006.0
1134,75+ years,Armenia,Armenia2006,6384451606.0,2310.0,Silent,78684.0,149.7,female,2.54,2.0,2006.0
1135,35-54 years,Armenia,Armenia2006,6384451606.0,2310.0,Boomers,450477.0,149.7,female,1.11,5.0,2006.0
1136,25-34 years,Armenia,Armenia2006,6384451606.0,2310.0,Generation X,215884.0,149.7,female,0.93,2.0,2006.0
1137,5-14 years,Armenia,Armenia2006,6384451606.0,2310.0,Millenials,221941.0,149.7,male,0.45,1.0,2006.0
1138,15-24 years,Armenia,Armenia2006,6384451606.0,2310.0,Millenials,290966.0,149.7,female,0.0,0.0,2006.0
